"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"231","April 30, 2017","Florida","Jacksonville","1200 Ken Knight Dr N",0,5,"N/A","1200 Ken Knight Dr N ,  Jacksonville ,  Florida","-81.7169292","30.3914235"
"232","April 30, 2017","South Carolina","Loris","268 N Sea Green Rd",1,5,"N/A","268 N Sea Green Rd ,  Loris ,  South Carolina","-78.9778886","34.1016639"
"233","April 29, 2017","Maryland","Germantown","12800 block of Kitchen House Way",1,3,"N/A","12800 block of Kitchen House Way ,  Germantown ,  Maryland","-77.265753","39.1506029"
"234","April 29, 2017","California","Los Angeles (Boyle Heights)","Murchison St and Lancaster Ave",1,3,"N/A","Murchison St and Lancaster Ave ,  Los Angeles (Boyle Heights) ,  California","-118.1967811","34.0578719"
"235","April 29, 2017","California","Sacramento","3800 block of 26th Avenue",0,5,"N/A","3800 block of 26th Avenue ,  Sacramento ,  California","NA","NA"
"236","April 29, 2017","California","Whittier","10000 block of Carmentia Rd",1,5,"N/A","10000 block of Carmentia Rd ,  Whittier ,  California","-118.0464304","33.9441815"
"237","April 29, 2017","California","Compton","2000 Block of N Nestor Ave",0,4,"N/A","2000 Block of N Nestor Ave ,  Compton ,  California","-118.2496888","33.9103167"
"238","April 29, 2017","Virginia","Virginia Beach","200 block of 18th St",0,4,"N/A","200 block of 18th St ,  Virginia Beach ,  Virginia","NA","NA"
"239","April 28, 2017","Pennsylvania","Chester","5 E 21st St",0,4,"N/A","5 E 21st St ,  Chester ,  Pennsylvania","-75.366483","39.863592"
"240","April 27, 2017","New Jersey","Newark","1100 block of S Orange Ave",1,3,"N/A","1100 block of S Orange Ave ,  Newark ,  New Jersey","-74.2344155","40.7454487"
"241","April 26, 2017","Florida","Miami","SW 264th St and 139th Ave",0,4,"N/A","SW 264th St and 139th Ave ,  Miami ,  Florida","-80.4166961","25.5217591"
"242","April 21, 2017","Florida","Palm Bay","2500 block of Vernon Dr",2,2,"N/A","2500 block of Vernon Dr ,  Palm Bay ,  Florida","-80.5947371","28.0582801"
"243","April 20, 2017","Kentucky","Louisville","700 block of East Jacob Street",0,4,"N/A","700 block of East Jacob Street ,  Louisville ,  Kentucky","-85.7418588","38.2429824"
"244","April 16, 2017","California","Vallejo","110 Calhoun Street",0,4,"N/A","110 Calhoun Street ,  Vallejo ,  California","NA","NA"
"245","April 16, 2017","North Carolina","Elizabeth City","611 S Martin St",0,4,"N/A","611 S Martin St ,  Elizabeth City ,  North Carolina","-76.2217036","36.2942249"
"246","April 16, 2017","Ohio","Columbus","1710 Cleveland Av",0,9,"N/A","1710 Cleveland Av ,  Columbus ,  Ohio","NA","NA"
"247","April 15, 2017","Illinois","Rock Falls","311 W  2nd St",0,4,"N/A","311 W  2nd St ,  Rock Falls ,  Illinois","-89.6942719","41.7805893"
"248","April 15, 2017","Indiana","Indianapolis","300 block of S Meridian St",0,4,"N/A","300 block of S Meridian St ,  Indianapolis ,  Indiana","NA","NA"
"249","April 15, 2017","Alabama","Birmingham","1480 Center Point Pkwy",0,6,"N/A","1480 Center Point Pkwy ,  Birmingham ,  Alabama","-86.6866631","33.6225351"
"250","April 15, 2017","Pennsylvania","Philadelphia","5900 block of Hammond Street",0,4,"N/A","5900 block of Hammond Street ,  Philadelphia ,  Pennsylvania","-75.1168463","40.039441"
"251","April 15, 2017","Illinois","Harvey","14600 block of Myrtle Avenue",0,4,"N/A","14600 block of Myrtle Avenue ,  Harvey ,  Illinois","-87.6523605","41.62428"
"252","April 15, 2017","California","Banning","900 block of N Allen St",0,4,"N/A","900 block of N Allen St ,  Banning ,  California","NA","NA"
"253","April 13, 2017","Georgia","Atlanta","30 Anderson Ave SW",1,3,"N/A","30 Anderson Ave SW ,  Atlanta ,  Georgia","-84.4460244","33.7538316"
"254","April 9, 2017","Texas","San Antonio","3100 block of Fidelia Drive",1,3,"N/A","3100 block of Fidelia Drive ,  San Antonio ,  Texas","-98.5604275","29.3092344"
"255","April 9, 2017","Indiana","Fort Wayne","9439 Lima Rd",1,3,"N/A","9439 Lima Rd ,  Fort Wayne ,  Indiana","NA","NA"
"256","April 7, 2017","North Carolina","Hickory","1423 29th Ave Dr NE",3,1,"N/A","1423 29th Ave Dr NE ,  Hickory ,  North Carolina","-81.3057878","35.7669009"
"257","April 7, 2017","Texas","Houston","3829 Mount Pleasant St",5,0,"N/A","3829 Mount Pleasant St ,  Houston ,  Texas","-95.3662002","29.6856726"
"258","April 7, 2017","Minnesota","Saint Paul","1600 block of English St",4,1,"N/A","1600 block of English St ,  Saint Paul ,  Minnesota","-93.0459403","44.991864"
"259","April 7, 2017","Illinois","Chicago","5600 block of W Lake St",1,5,"N/A","5600 block of W Lake St ,  Chicago ,  Illinois","-87.7657932","41.8877404"
"260","April 6, 2017","Louisiana","Lake Charles","2000 block of Tulip St",1,3,"N/A","2000 block of Tulip St ,  Lake Charles ,  Louisiana","-93.193029","30.2112"
"261","April 3, 2017","Pennsylvania","Philadelphia","1100 block of W Stiles St",3,1,"N/A","1100 block of W Stiles St ,  Philadelphia ,  Pennsylvania","-75.1539602","39.9717015"
"262","April 3, 2017","Texas","Lubbock","5401 Ave Q",0,7,"N/A","5401 Ave Q ,  Lubbock ,  Texas","-101.8509502","33.5446603"
"263","April 2, 2017","Illinois","Chicago","3500 block of West Van Buren Street",2,4,"N/A","3500 block of West Van Buren Street ,  Chicago ,  Illinois","-87.71305","41.875681"
"264","April 2, 2017","Iowa","Des Moines","2500 Martin Luther King Jr. Parkway",0,5,"N/A","2500 Martin Luther King Jr. Parkway ,  Des Moines ,  Iowa","-93.6474528","41.6169159"
"265","April 1, 2017","California","Pittsburg","100 block of Madoline Street",0,5,"N/A","100 block of Madoline Street ,  Pittsburg ,  California","-121.8946848","38.0053526"
"266","April 1, 2017","Florida","Tampa","219 S Howard Ave",1,4,"N/A","219 S Howard Ave ,  Tampa ,  Florida","-82.4832392","27.9420289"
"267","April 1, 2017","Oklahoma","Oklahoma City","1200 block of N Woodward Avenue",2,3,"N/A","1200 block of N Woodward Avenue ,  Oklahoma City ,  Oklahoma","NA","NA"
"268","March 30, 2017","Illinois","Chicago","2704 E 75th St",4,0,"N/A","2704 E 75th St ,  Chicago ,  Illinois","-87.5583869","41.7600815"
"269","March 27, 2017","Florida","Sanford","209 Hays Dr",2,4,"N/A","209 Hays Dr ,  Sanford ,  Florida","-81.2816701","28.7893255"
"270","March 26, 2017","Texas","Houston","5619 Aldine Bender Rd",2,4,"N/A","5619 Aldine Bender Rd ,  Houston ,  Texas","NA","NA"
"271","March 26, 2017","Ohio","Cincinnati","4601 Kellogg Ave",2,15,"N/A","4601 Kellogg Ave ,  Cincinnati ,  Ohio","-84.4283671","39.0929146"
"272","March 26, 2017","Ohio","Cleveland","E 75th St",2,2,"N/A","E 75th St ,  Cleveland ,  Ohio","-81.6357466","41.4517842"
"273","March 25, 2017","Michigan","Detroit","8443 Grand River Ave",1,3,"N/A","8443 Grand River Ave ,  Detroit ,  Michigan","-83.120979","42.3611315"
"274","March 25, 2017","Tennessee","Knoxville","Minnesota Avenue",1,4,"N/A","Minnesota Avenue ,  Knoxville ,  Tennessee","-83.9578046","35.9846368"
"275","March 25, 2017","Ohio","Cleveland","E 79th St and Woodland Ave",2,2,"N/A","E 79th St and Woodland Ave ,  Cleveland ,  Ohio","-81.6333747","41.4881809"
"276","March 24, 2017","California","Fresno","300 block of South Villa Avenue",1,4,"N/A","300 block of South Villa Avenue ,  Fresno ,  California","-119.7141923","36.7407629"
"277","March 24, 2017","Missouri","Saint Louis","5100 block of Palm St",1,6,"N/A","5100 block of Palm St ,  Saint Louis ,  Missouri","-90.2546445","38.6764559"
"278","March 22, 2017","Wisconsin","Rothschild","1133 E Grand Ave",5,0,"N/A","1133 E Grand Ave ,  Rothschild ,  Wisconsin","NA","NA"
"279","March 19, 2017","Kentucky","Louisville","1512 Portland Avenue",1,5,"N/A","1512 Portland Avenue ,  Louisville ,  Kentucky","-85.7749543","38.2618516"
"280","March 18, 2017","Michigan","Detroit","16000 block of Rutherford",3,2,"N/A","16000 block of Rutherford ,  Detroit ,  Michigan","-83.2044139","42.4085487"
"281","March 15, 2017","Louisiana","Metairie","2508 Pasadena Ave",3,1,"N/A","2508 Pasadena Ave ,  Metairie ,  Louisiana","-90.176283","29.9973235"
"282","March 10, 2017","Illinois","Chicago","123 E 51st St",2,2,"N/A","123 E 51st St ,  Chicago ,  Illinois","-87.6214737","41.8017657"
"283","March 10, 2017","Louisiana","New Orleans (Gentilly)","4200 block of Touro St",3,1,"N/A","4200 block of Touro St ,  New Orleans (Gentilly) ,  Louisiana","NA","NA"
"284","March 7, 2017","Illinois","Chicago","West 76th Street and South May streets",0,4,"N/A","West 76th Street and South May streets ,  Chicago ,  Illinois","-87.6526692","41.7559709"
"285","March 5, 2017","Georgia","Columbus","600 block of 32nd Street",0,4,"N/A","600 block of 32nd Street ,  Columbus ,  Georgia","-84.9851066","32.4940719"
"286","March 4, 2017","Kansas","Topeka","23rd and Bellview",1,4,"N/A","23rd and Bellview ,  Topeka ,  Kansas","NA","NA"
"287","March 4, 2017","California","Sacramento","2500 block of 33rd St",0,4,"N/A","2500 block of 33rd St ,  Sacramento ,  California","-121.4697831","38.5554271"
"288","March 3, 2017","Pennsylvania","Philadelphia","7165 Germantown Ave",0,4,"N/A","7165 Germantown Ave ,  Philadelphia ,  Pennsylvania","NA","NA"
"289","March 3, 2017","California","Riverside","8300 block of Trey Ave",0,5,"N/A","8300 block of Trey Ave ,  Riverside ,  California","-117.4625923","33.9405676"
"290","February 28, 2017","Ohio","Cincinnati","1700 of Casey Drive",0,6,"N/A","1700 of Casey Drive ,  Cincinnati ,  Ohio","NA","NA"
"291","February 27, 2017","Virginia","Newport News","11810 Fountain Way",0,4,"N/A","11810 Fountain Way ,  Newport News ,  Virginia","-76.4716721","37.085587"
"292","February 26, 2017","Indiana","Gary","1700 block of Grant St",1,4,"N/A","1700 block of Grant St ,  Gary ,  Indiana","-87.3563124","41.5858899"
"293","February 25, 2017","Ohio","Warren","1564 Niles Cortland Rd SE",2,3,"N/A","1564 Niles Cortland Rd SE ,  Warren ,  Ohio","-80.7410582","41.2209559"
"294","February 25, 2017","Florida","Jacksonville","3604 Moncrief Rd",1,4,"N/A","3604 Moncrief Rd ,  Jacksonville ,  Florida","NA","NA"
"295","February 22, 2017","New York","Rochester","191 Genesee St",0,4,"N/A","191 Genesee St ,  Rochester ,  New York","NA","NA"
"296","February 21, 2017","Ohio","Cleveland","16700 Lorain Ave",0,4,"N/A","16700 Lorain Ave ,  Cleveland ,  Ohio","-81.8139417","41.4509274"
"297","February 21, 2017","Mississippi","Toomsuba","Butts Road",4,0,"N/A","Butts Road ,  Toomsuba ,  Mississippi","NA","NA"
"298","February 20, 2017","Ohio","Cleveland","1082 East 105th Street",0,5,"N/A","1082 East 105th Street ,  Cleveland ,  Ohio","-81.6157711","41.5275505"
"299","February 19, 2017","Virginia","Norfolk","Church Street and East Virginia Beach Blvd",1,3,"N/A","Church Street and East Virginia Beach Blvd ,  Norfolk ,  Virginia","-76.2791143","36.8564249"
"300","February 18, 2017","Pennsylvania","Philadelphia","1 block of N Conestoga",0,4,"N/A","1 block of N Conestoga ,  Philadelphia ,  Pennsylvania","-75.2297531","39.9606588"
"301","February 18, 2017","Indiana","South Bend","1000 block of Yukon St",1,3,"N/A","1000 block of Yukon St ,  South Bend ,  Indiana","NA","NA"
"302","February 15, 2017","California","Salinas","30 Soledad Street",0,4,"N/A","30 Soledad Street ,  Salinas ,  California","-121.6526853","36.6788084"
"303","February 15, 2017","Illinois","Chicago","3949 South Albany Avenue",3,2,"N/A","3949 South Albany Avenue ,  Chicago ,  Illinois","NA","NA"
"304","February 12, 2017","Missouri","Caruthersville","908 Truman Blvd",1,6,"N/A","908 Truman Blvd ,  Caruthersville ,  Missouri","-89.6675959","36.1898675"
"305","February 12, 2017","New York","Newburgh","253 South William Street",1,3,"N/A","253 South William Street ,  Newburgh ,  New York","NA","NA"
"306","February 12, 2017","Florida","Greenville","Church Ave and Obadiah St",0,5,"N/A","Church Ave and Obadiah St ,  Greenville ,  Florida","-83.6330281","30.4617157"
"307","February 11, 2017","Tennessee","Savannah","Clifton Road and Midway Drive",0,4,"N/A","Clifton Road and Midway Drive ,  Savannah ,  Tennessee","-88.2328028","35.2352699"
"308","February 11, 2017","Illinois","Chicago","100 block of North Mayfield",1,3,"N/A","100 block of North Mayfield ,  Chicago ,  Illinois","NA","NA"
"309","February 10, 2017","Louisiana","New Orleans","2nd St and Dryades St",1,5,"N/A","2nd St and Dryades St ,  New Orleans ,  Louisiana","NA","NA"
"310","February 9, 2017","Mississippi","Jackson","3150 Robinson Road",4,0,"N/A","3150 Robinson Road ,  Jackson ,  Mississippi","-90.2391879","32.3067804"
"311","February 8, 2017","Ohio","Cleveland","16379 Euclid Ave",1,4,"N/A","16379 Euclid Ave ,  Cleveland ,  Ohio","-81.5660115","41.546178"
"312","February 7, 2017","South Carolina","Columbia","5500 block of Fairfield Road",0,4,"N/A","5500 block of Fairfield Road ,  Columbia ,  South Carolina","-81.0257346","34.0592634"
"313","February 7, 2017","Arkansas","Little Rock","25 Par Drive",1,4,"N/A","25 Par Drive ,  Little Rock ,  Arkansas","-92.4290203","34.6728628"
"314","February 6, 2017","Mississippi","Yazoo City","11th Street",4,0,"N/A","11th Street ,  Yazoo City ,  Mississippi","-90.3999957","32.8605806"
"315","January 31, 2017","Tennessee","Memphis","1576 S White Station Rd",0,4,"N/A","1576 S White Station Rd ,  Memphis ,  Tennessee","-89.8903612","35.0881006"
"316","January 31, 2017","District of Columbia","Washington","2900 block of Martin Luther King Jr Ave",0,4,"N/A","2900 block of Martin Luther King Jr Ave ,  Washington ,  District of Columbia","-76.9964283","38.8459019"
"317","January 30, 2017","Minnesota","Minneapolis (Crystal)","5410 Lakeland Ave N",0,4,"N/A","5410 Lakeland Ave N ,  Minneapolis (Crystal) ,  Minnesota","-93.3538638","45.0513311"
"318","January 29, 2017","Louisiana","Shreveport","6363 Hearne Ave",1,4,"N/A","6363 Hearne Ave ,  Shreveport ,  Louisiana","-93.7798997","32.4489324"
"319","January 27, 2017","Washington","Bremerton","Tenino Dr W",4,0,"N/A","Tenino Dr W ,  Bremerton ,  Washington","-122.8283186","47.5624508"
"320","January 27, 2017","Tennessee","Brownsville","221 Morgan St",0,10,"N/A","221 Morgan St ,  Brownsville ,  Tennessee","NA","NA"
"321","January 26, 2017","Georgia","Albany","1510 Maryland Drive",2,3,"N/A","1510 Maryland Drive ,  Albany ,  Georgia","-84.1830956","31.5847264"
"322","January 25, 2017","Illinois","Chicago","500 block of E 75th St",0,6,"N/A","500 block of E 75th St ,  Chicago ,  Illinois","-87.612292","41.7586749"
"323","January 22, 2017","Texas","Manvel","200 block of Oak Shore Dr",3,2,"N/A","200 block of Oak Shore Dr ,  Manvel ,  Texas","NA","NA"
"324","January 22, 2017","Illinois","Chicago (Englewood)","1800 block of W 63rd",0,4,"N/A","1800 block of W 63rd ,  Chicago (Englewood) ,  Illinois","-87.6693456","41.7795905"
"325","January 22, 2017","Georgia","Atlanta","2841 Greenbriar Pkwy SW",3,1,"N/A","2841 Greenbriar Pkwy SW ,  Atlanta ,  Georgia","-84.4934528","33.6877868"
"326","January 21, 2017","Georgia","Jonesboro","6510 Tara Blvd",0,6,"N/A","6510 Tara Blvd ,  Jonesboro ,  Georgia","NA","NA"
"327","January 21, 2017","Florida","Boynton Beach","500 NE 2nd St",0,5,"N/A","500 NE 2nd St ,  Boynton Beach ,  Florida","-80.06166","26.5307936"
"328","January 21, 2017","Tennessee","Memphis","500 block of Delta Road",2,2,"N/A","500 block of Delta Road ,  Memphis ,  Tennessee","NA","NA"
"329","January 20, 2017","Mississippi","Como","Smart Road",1,4,"N/A","Smart Road ,  Como ,  Mississippi","NA","NA"
"330","January 20, 2017","California","Fresno","4700 block of E Montecito Ave",0,4,"N/A","4700 block of E Montecito Ave ,  Fresno ,  California","-119.7409618","36.7340778"
"331","January 16, 2017","Texas","Houston","8535 Martin Luther King Boulevard",0,4,"N/A","8535 Martin Luther King Boulevard ,  Houston ,  Texas","NA","NA"
"332","January 16, 2017","Florida","Miami","6011 NW 32nd Ave",0,8,"N/A","6011 NW 32nd Ave ,  Miami ,  Florida","-80.2488814","25.8294289"
"333","January 15, 2017","Colorado","Capulin","County Road Y",3,1,"N/A","County Road Y ,  Capulin ,  Colorado","-106.1042689","37.298152"
"334","January 15, 2017","Mississippi","Magnolia","6000 block of Church Road",1,4,"N/A","6000 block of Church Road ,  Magnolia ,  Mississippi","-90.5340219","31.1285292"
"335","January 12, 2017","Missouri","Kansas City","8607 E 61st Terrace",3,2,"N/A","8607 E 61st Terrace ,  Kansas City ,  Missouri","-94.4855691","39.0122184"
"336","January 12, 2017","California","Salinas","500 block of Sunrise St",2,2,"N/A","500 block of Sunrise St ,  Salinas ,  California","-121.6141734","36.685208"
"337","January 11, 2017","New Jersey","Newark","Hawkins Street and Christie Street",1,3,"N/A","Hawkins Street and Christie Street ,  Newark ,  New Jersey","NA","NA"
"338","January 11, 2017","Illinois","Chicago","4200 block of S Talman",1,3,"N/A","4200 block of S Talman ,  Chicago ,  Illinois","-87.6907958","41.8173004"
"339","January 7, 2017","Michigan","Flint","2500 block of Churchill Ave",1,3,"N/A","2500 block of Churchill Ave ,  Flint ,  Michigan","NA","NA"
"340","January 6, 2017","California","Pasadena","100 block of W Claremont St",2,2,"N/A","100 block of W Claremont St ,  Pasadena ,  California","NA","NA"
"341","January 6, 2017","Florida","Fort Lauderdale","100 Terminal Dr",5,6,"N/A","100 Terminal Dr ,  Fort Lauderdale ,  Florida","-80.145253","26.0716903"
"342","January 4, 2017","California","Fontana","14520 Village Drive",3,1,"N/A","14520 Village Drive ,  Fontana ,  California","-117.4861745","34.0437426"
"343","January 3, 2017","Texas","Allen","500 block of Hawthorne Drive",0,4,"N/A","500 block of Hawthorne Drive ,  Allen ,  Texas","NA","NA"
"344","January 1, 2017","Mississippi","Winstonville","114 North Greyer Street",0,5,"N/A","114 North Greyer Street ,  Winstonville ,  Mississippi","-90.7515053","33.9140119"
"345","January 1, 2017","Texas","Dallas","9220 Skillman Street",1,3,"N/A","9220 Skillman Street ,  Dallas ,  Texas","NA","NA"
"346","January 1, 2017","Florida","Miami","8000 block of NW 14th Ave",0,7,"N/A","8000 block of NW 14th Ave ,  Miami ,  Florida","NA","NA"
